date,basicStats.max,basicStats.mean,basicStats.min,basicStats.stDev,clouds
2017-09-18,0.13128899037837982,0.08294230867906396,0.04335942491889,0.016962253640559262,0.10765124555160147
2017-09-08,0.03941432014107704,0.015200031598432492,-0.006120527163147926,0.0072203802050874065,1.0
2017-08-29,0.11078642308712006,0.07583001306615239,0.05808915197849274,0.009402881122017778,1.0
2017-08-24,0.7668077349662781,0.7205288656639246,0.5940418839454651,0.049254730691268386,0.0
2017-08-19,0.024142801761627197,0.008430661921632483,-0.007837713696062565,0.00796464831994873,1.0
2017-08-09,0.7395464181900024,0.6978605419689019,0.5509160757064819,0.02518188438961635,0.0
2017-08-04,0.7836635708808899,0.7102030670648157,0.5646845102310181,0.05360828295305814,0.0
2017-07-30,0.27983540296554565,0.18304393389444548,0.1213994175195694,0.03526136804781572,0.8111654804270458
2017-07-25,0.8385682702064514,0.7550447201124285,0.5691953897476196,0.04604683278893682,0.0
2017-07-20,0.7557903528213501,0.5926206698409178,0.48995712399482727,0.05633953254999335,0.0
2017-07-10,0.7748422622680664,0.4167718649758988,0.31306150555610657,0.1445821368504855,0.0
2017-07-05,0.7192195653915405,0.30370613137836777,0.18419884145259857,0.17661593841768597,0.0
2017-06-30,0.7478662729263306,0.3424867921081302,0.19090010225772858,0.2001598085384424,0.0
2017-06-20,0.7942355275154114,0.28300226045262017,0.13093525171279907,0.23201023216900757,0.0
2017-06-10,0.8084431886672974,0.5748966251403838,0.423801064491272,0.08818804869157479,0.02201957295373667
2017-05-31,0.754000723361969,0.694274682591394,0.5233812928199768,0.06564708617476817,0.0
2017-05-21,0.8010156154632568,0.751857522808784,0.5687580108642578,0.06235968628298118,0.0
2017-05-11,0.011225606314837933,0.0046036641316047604,-0.010223490186035633,0.003977675479325132,1.0
2017-05-01,0.7421773076057434,0.7203143115331057,0.5815589427947998,0.01898922758995348,0.0
2017-04-21,0.8437913060188293,0.8198080161102512,0.6684430837631226,0.024308800491237945,0.0
2017-04-11,0.019088715314865112,0.011850557871783494,0.0054949079640209675,0.0026829681724489488,1.0
2017-04-01,0.8057567477226257,0.7714362587793014,0.5408949255943298,0.033074528036684356,0.0
2017-03-22,0.013118811883032322,0.007562077247323898,0.002820078982040286,0.0020177065758980083,1.0
2017-03-12,0.638908326625824,0.5809076476868682,0.385044127702713,0.047646922095495176,0.0
2017-03-02,0.1843230426311493,0.15770706789919386,0.13660447299480438,0.007658860253808753,0.8082740213523131
2017-02-20,0.30793651938438416,0.2356772082277782,0.17936508357524872,0.03558906571378524,0.0
2017-02-10,0.01572224125266075,0.0021745170393790503,-0.009197116829454899,0.0058773103821569295,1.0
2017-01-31,0.03740394860506058,0.015278329156766713,-0.004459691233932972,0.008772820749153356,1.0
2017-01-11,0.5470950603485107,0.47851801513167247,0.31259045004844666,0.05312415913582765,0.0
2017-01-01,0.6764365434646606,0.616050567305597,0.40794551372528076,0.06442166563597278,0.0
2016-12-22,0.03946547955274582,0.02890395594419401,0.018790218979120255,0.004449558991280722,1.0
2016-12-12,0.709046483039856,0.652029766903335,0.4854854941368103,0.05118290206541234,0.0
2016-12-02,0.509186327457428,0.4741955122038776,0.34310710430145264,0.030402163413850773,0.0
2016-11-22,0.44682344794273376,0.3911670855514943,0.2897398769855499,0.020782405451248934,0.0
2016-11-12,0.653742790222168,0.5703361314055226,0.4693432152271271,0.027441154913698515,0.0
2016-11-02,0.03324050456285477,0.0030443338261949035,-0.013810127042233944,0.01089695905784102,1.0
2016-10-23,0.11451078951358795,0.0963928053417372,0.08414997905492783,0.005201367647890608,0.9161476868327404
2016-10-13,0.08598951995372772,0.05131621049258035,0.02507024072110653,0.016079405451604765,0.3258451957295374
2016-10-03,0.14964742958545685,0.07458540359081109,0.04023235663771629,0.021033851126418392,0.872108540925267
2016-09-23,0.754241406917572,0.675151874778587,0.42295971512794495,0.08889864481525067,0.0
2016-09-13,0.5248498320579529,0.47075924782407236,0.37304452061653137,0.037813450038899736,0.0
2016-09-03,0.37592417001724243,0.3566360275967054,0.31448355317115784,0.01244147501637043,1.0
2016-08-24,0.728722095489502,0.5294789251576434,0.35657525062561035,0.0990196844196499,0.0
2016-08-14,0.7462940216064453,0.31035060164753975,0.16454456746578217,0.18823157305245333,0.0
2016-08-04,0.7035601735115051,0.25384127663852796,0.14292718470096588,0.18053274828499305,0.0
2016-07-25,0.7403424978256226,0.30963505943739966,0.16461029648780823,0.20620285236050762,0.0
2016-07-15,0.04061329737305641,0.027473860107083862,0.02188301272690296,0.003233235812962886,1.0
2016-06-25,0.48351648449897766,0.2810824627712953,0.20465317368507385,0.09252777470468697,0.0
2016-06-15,0.0664215087890625,0.04387577299568868,0.03107692301273346,0.005858606371951497,1.0
2016-06-05,0.7102184295654297,0.6378019719096265,0.4325965642929077,0.06175745734964674,0.0
2016-05-26,0.7915642857551575,0.675798759560409,0.2744411528110504,0.1508566901457402,0.0
2016-05-16,0.6988111138343811,0.6310562704858831,0.4501374661922455,0.06931876643343736,0.0
2016-05-06,0.8127836585044861,0.7015010811043805,0.3032751977443695,0.1503701228578459,0.0
2016-04-26,0.3235766589641571,0.10542226376666958,-0.11077918857336044,0.09278604068219945,0.5807384341637011
2016-03-27,0.2744755148887634,0.2144138207592839,0.14333707094192505,0.029941355682386952,0.852980427046263
2016-03-17,0.1343054473400116,0.09314933554865946,0.04570722579956055,0.02006990531412441,0.0
2016-03-07,0.037936266511678696,0.020136051666276574,0.003498768899589777,0.006390466491395553,0.0
2016-02-16,0.0239705890417099,0.008022059554017774,-0.0037983169313520193,0.005643103504813845,1.0
2016-02-06,0.7114517688751221,0.5691478369737646,0.1551724076271057,0.16005992120913948,0.0
2016-01-17,0.5016315579414368,0.4020894522997435,0.08901099115610123,0.11700609942216232,0.0
2016-01-07,0.00597201194614172,-0.007138354889295016,-0.0186598040163517,0.00486851106210837,1.0
2015-12-28,0.7386281490325928,0.6123076386159797,0.12714776396751404,0.15556750390582913,0.0
2015-12-18,0.06935068219900131,0.0572924581497205,0.03886554762721062,0.005008345505338454,0.30315836298932386
2015-12-08,0.6919410824775696,0.5637761233142476,0.10898876190185547,0.15797372680792104,0.0
2015-09-29,0.8130002021789551,0.28103617022934224,0.125198096036911,0.22534334244157306,0.0
2015-09-19,0.005330490414053202,-0.016156433253356185,-0.054214801639318466,0.015598660229033074,1.0
2015-09-09,0.38504937291145325,0.2794572970170355,0.2393600046634674,0.02932361131409569,0.8416370106761565
2015-08-30,0.7627831101417542,0.7197008387208833,0.5437832474708557,0.03974304492081901,0.0
2015-08-20,0.2646038234233856,0.18245414954699657,0.06042731553316116,0.0449147744335981,0.592526690391459
2015-07-31,0.796029269695282,0.7566476177384419,0.6338514685630798,0.04277837692284973,0.0
2015-07-11,0.8290848135948181,0.7825943767175979,0.5494186282157898,0.05192570687134548,0.0
